City,Province
Ituna,Saskatchewan
Kamsack,Saskatchewan
Kelvington,Saskatchewan
Kerrobert,Saskatchewan
Kindersley,Saskatchewan
Kinistino,Saskatchewan
La Ronge,Saskatchewan
Lampman,Saskatchewan
Lampman,Saskatchewan
Langenburg,Saskatchewan
Langham,Saskatchewan
Lanigan,Saskatchewan
Lashburn,Saskatchewan
Leader,Saskatchewan
Lemberg,Saskatchewan
"Lloydminster, Alberta",Saskatchewan
Lloydminster,Saskatchewan
"Lloydminster, Alberta",Saskatchewan
Lumsden,Saskatchewan
Lumsden,Saskatchewan
Luseland,Saskatchewan
Macklin,Saskatchewan
Maidstone,Saskatchewan
Maidstone,Saskatchewan
Maidstone,Saskatchewan
Maple Creek,Saskatchewan
Martensville,Saskatchewan
Meadow Lake,Saskatchewan
Melfort,Saskatchewan
Melville,Saskatchewan
Midale,Saskatchewan
Moose Jaw,Saskatchewan
Moosomin,Saskatchewan
Morse,Saskatchewan
Mossbank,Saskatchewan
Naicam,Saskatchewan
Nipawin,Saskatchewan
Nokomis,Saskatchewan
North Battleford,Saskatchewan
Ogema,Saskatchewan
Outlook,Saskatchewan
Oxbow,Saskatchewan
Pilot Butte,Saskatchewan
Ponteix,Saskatchewan
Porcupine Plain,Saskatchewan
Preeceville,Saskatchewan
Prince Albert,Saskatchewan
Prince Albert,Saskatchewan
Qu'Appelle,Saskatchewan
Radisson,Saskatchewan
Radisson,Saskatchewan
Radville,Saskatchewan
Raymore,Saskatchewan
Redvers,Saskatchewan
Regina,Saskatchewan
Regina Beach,Saskatchewan
Rocanville,Saskatchewan
Rockglen,Saskatchewan
Rosetown,Saskatchewan
Rosthern,Saskatchewan
Rouleau,Saskatchewan
Saltcoats,Saskatchewan
Saskatoon,Saskatchewan
Shaunavon,Saskatchewan
Shellbrook,Saskatchewan
Sintaluta,Saskatchewan
Southey,Saskatchewan
Spiritwood,Saskatchewan
St. Brieux,Saskatchewan
Star City,Saskatchewan
Stoughton,Saskatchewan
Strasbourg,Saskatchewan
Sturgis,Saskatchewan
Swift Current,Saskatchewan
Swift Current,Saskatchewan
Tisdale,Saskatchewan
Turtleford,Saskatchewan
Unity,Saskatchewan
Vonda,Saskatchewan
Wadena,Saskatchewan
Wakaw,Saskatchewan
Waldheim,Saskatchewan
Wapella,Saskatchewan
Warman,Saskatchewan
Watrous,Saskatchewan
Watson,Saskatchewan
Watson,Saskatchewan
Wawota,Saskatchewan
Weyburn,Saskatchewan
Whitewood,Saskatchewan
Wilkie,Saskatchewan
Willow Bunch,Saskatchewan
Wolseley,Saskatchewan
Wolseley,Saskatchewan
Wynyard,Saskatchewan
Yellow Grass,Saskatchewan
Yorkton,Saskatchewan
Zealandia,Saskatchewan
Dawson,Yukon
Watson Lake,Yukon
Whitehorse,Yukon
