CGNDB ID,Geographical Name,Language,Syllabic Form,Generic Term,Generic Category,Concise Code,Toponymic Feature ID,Latitude,Longitude,Location,Province - Territory,Relevance at Scale,Decision Date,Source
ABFWU,Wabush,Undetermined,,Town,Populated Place,TOWN,2bc7b3ddc6ce11d892e2080020a0f4c9,52.872,-66.8909194,Menihek,Newfoundland and Labrador,7500000,1980-04-01,Newfoundland Labrador-Fisheries and Land Resources
AAZLS,West St. Modeste,Undetermined,,Town,Populated Place,TOWN,3045684ec6cd11d892e2080020a0f4c9,51.5974333,-56.7218444,,Newfoundland and Labrador,250000,1997-01-01,Newfoundland Labrador-Fisheries and Land Resources
AAZLH,Westport,Undetermined,,Town,Populated Place,TOWN,303bcb5dc6cd11d892e2080020a0f4c9,49.7877889,-56.617525,,Newfoundland and Labrador,250000,1997-01-01,Newfoundland Labrador-Fisheries and Land Resources
AAZNX,Whitbourne,Undetermined,,Town,Populated Place,TOWN,0c0e4ab1849c20c31628444b370736d4,47.4251083,-53.5417195,,Newfoundland and Labrador,1000000,1996-08-23,Newfoundland Labrador-Fisheries and Land Resources
ABACT,Whiteway,Undetermined,,Town,Populated Place,TOWN,2aa3a621c6ce11d892e2080020a0f4c9,47.683011,-53.451008,,Newfoundland and Labrador,250000,1997-12-12,Newfoundland Labrador-Fisheries and Land Resources
AAXQL,Winterland,Undetermined,,Town,Populated Place,TOWN,2fa5cddec6cd11d892e2080020a0f4c9,47.1509833,-55.3142694,,Newfoundland and Labrador,250000,1997-01-01,Newfoundland Labrador-Fisheries and Land Resources
AAXQQ,Winterton,Undetermined,,Town,Populated Place,TOWN,0c0d1504849c20c31bd95a8abc75718f,47.9528333,-53.3144861,,Newfoundland and Labrador,1000000,1996-08-23,Newfoundland Labrador-Fisheries and Land Resources
AAXRG,Witless Bay,Undetermined,,Town,Populated Place,TOWN,2fafb8efc6cd11d892e2080020a0f4c9,47.2827139,-52.8220834,Ferryland,Newfoundland and Labrador,1000000,1996-08-23,Newfoundland Labrador-Fisheries and Land Resources
AAXTJ,Woodstock,Undetermined,,Town,Populated Place,TOWN,2fb97bf0c6cd11d892e2080020a0f4c9,49.9659111,-55.8915806,,Newfoundland and Labrador,250000,1997-01-01,Newfoundland Labrador-Fisheries and Land Resources
ABNSC,Woody Point,Undetermined,,Town,Populated Place,TOWN,5a6c0203c6ce11d892e2080020a0f4c9,49.49675,-57.9260389,St. Barbe,Newfoundland and Labrador,250000,1997-01-01,Newfoundland Labrador-Fisheries and Land Resources
ABEZW,York Harbour,Undetermined,,Town,Populated Place,TOWN,39eb8ae7c6ce11d892e2080020a0f4c9,49.0609222,-58.3295722,,Newfoundland and Labrador,250000,1997-01-01,Newfoundland Labrador-Fisheries and Land Resources
LAILN,Fort Smith,Undetermined,,Town,Populated Place,TOWN,083f53a6c6ce11d892e2080020a0f4c9,60.0053,-111.8829,,Northwest Territories,15000000,1966-10-01,Northwest Territories-Education Culture Employment
LAKGC,Hay River,Undetermined,,Town,Populated Place,TOWN,4325877ed05511d892e2080020a0f4c9,60.8097,-115.7898,,Northwest Territories,15000000,1980-05-07,Northwest Territories-Education Culture Employment
LALNA,Inuvik,"Inuinnaqtun, Western Canadian Inuktitut",,Town,Populated Place,TOWN,938287d9c6cd11d892e2080020a0f4c9,68.3609,-133.7297,,Northwest Territories,15000000,1970-01-01,Northwest Territories-Education Culture Employment
LARCU,Norman Wells,Undetermined,,Town,Populated Place,TOWN,58f95f10c6ce11d892e2080020a0f4c9,65.2811,-126.8316,,Northwest Territories,15000000,1992-04-12,Northwest Territories-Education Culture Employment
LBAMG,Yellowknife,Undetermined,,City,Populated Place,CITY,8a06ef10d05411d892e2080020a0f4c9,62.4536,-114.37,,Northwest Territories,30000000,1980-05-15,Northwest Territories-Education Culture Employment
CAAOO,Amherst,Undetermined,,Town,Populated Place,TOWN,6a182ef8af4a11d892e2080020a0f4c9,45.833392,-64.212968,Cumberland,Nova Scotia,7500000,1937-11-02,Nova Scotia-Department of Internal Services
CAASF,Annapolis Royal,Undetermined,,Town,Populated Place,TOWN,97541461af4a11d892e2080020a0f4c9,44.743729,-65.518907,Annapolis,Nova Scotia,7500000,1951-04-05,Nova Scotia-Department of Internal Services
CAATB,Antigonish,"Micmac, Mi'kmaq",,Town,Populated Place,TOWN,983f5ed4af4a11d892e2080020a0f4c9,45.622765,-61.991581,Antigonish,Nova Scotia,7500000,1951-05-03,Nova Scotia-Department of Internal Services
CACVC,Berwick,Undetermined,,Town,Populated Place,TOWN,fbc8de46af4c11d892e2080020a0f4c9,45.045743,-64.736095,Kings,Nova Scotia,1000000,1935-12-04,Nova Scotia-Department of Internal Services
CAFBR,Bridgewater,Undetermined,,Town,Populated Place,TOWN,a0e339d1af5011d892e2080020a0f4c9,44.377498,-64.518605,Lunenburg,Nova Scotia,7500000,1937-12-07,Nova Scotia-Department of Internal Services
CAHEP,Clark's Harbour,Undetermined,,Town,Populated Place,TOWN,ba85eebaaf5511d892e2080020a0f4c9,43.442634,-65.629012,Shelburne,Nova Scotia,7500000,1953-07-02,Nova Scotia-Department of Internal Services
CAJOA,Digby,Undetermined,,Town,Populated Place,TOWN,20001d4eaf5c11d892e2080020a0f4c9,44.620795,-65.758442,Digby,Nova Scotia,7500000,1951-04-05,Nova Scotia-Department of Internal Services
CASWE,Kentville,Undetermined,,Town,Populated Place,TOWN,75c433f6af7011d892e2080020a0f4c9,45.077707,-64.495306,Kings,Nova Scotia,7500000,1935-12-04,Nova Scotia-Department of Internal Services
CAUZR,Lockeport,Undetermined,,Town,Populated Place,TOWN,f16137c0af7e11d892e2080020a0f4c9,43.698733,-65.113322,Shelburne,Nova Scotia,1000000,1934-01-04,Nova Scotia-Department of Internal Services
CAWAZ,Lunenburg,Undetermined,,Town,Populated Place,TOWN,87448fbcaf8811d892e2080020a0f4c9,44.377896,-64.309529,Lunenburg,Nova Scotia,7500000,1953-07-02,Nova Scotia-Department of Internal Services
CAXGA,Mahone Bay,Undetermined,,Town,Populated Place,TOWN,c687fcb4af9811d892e2080020a0f4c9,44.446707,-64.377989,Lunenburg,Nova Scotia,1000000,1953-07-02,Nova Scotia-Department of Internal Services
CAZHC,Middleton,Undetermined,,Town,Populated Place,TOWN,fbe73248afd411d892e2080020a0f4c9,44.942577,-65.068193,Annapolis,Nova Scotia,7500000,1951-05-03,Nova Scotia-Department of Internal Services
CBAQK,Mulgrave,Undetermined,,Town,Populated Place,TOWN,09686c80afd611d892e2080020a0f4c9,45.612156,-61.391725,Guysborough,Nova Scotia,1000000,1956-09-06,Nova Scotia-Department of Internal Services
CBBJR,New Glasgow,Undetermined,,Town,Populated Place,TOWN,46eb7deeafd611d892e2080020a0f4c9,45.589332,-62.64479,Pictou,Nova Scotia,7500000,1948-11-08,Nova Scotia-Department of Internal Services
CBCTP,Oxford,Undetermined,,Town,Populated Place,TOWN,a10af931afd711d892e2080020a0f4c9,45.736322,-63.867292,Cumberland,Nova Scotia,1000000,1943-04-10,Nova Scotia-Department of Internal Services
CBDPK,Pictou,"Micmac, Mi'kmaq",,Town,Populated Place,TOWN,cb7c7edeafd811d892e2080020a0f4c9,45.676017,-62.708861,Pictou,Nova Scotia,1000000,1948-11-08,Nova Scotia-Department of Internal Services
CBELL,Port Hawkesbury,Undetermined,,Town,Populated Place,TOWN,7e64f0bfafe711d892e2080020a0f4c9,45.616462,-61.356262,Inverness,Nova Scotia,7500000,1956-09-06,Nova Scotia-Department of Internal Services
CBIKP,Shelburne,Undetermined,,Town,Populated Place,TOWN,66df4d9cafed11d892e2080020a0f4c9,43.763215,-65.323507,Shelburne,Nova Scotia,7500000,1934-01-04,Nova Scotia-Department of Internal Services
CBKMC,Stellarton,Undetermined,,Town,Populated Place,TOWN,0fbff942aff411d892e2080020a0f4c9,45.559373,-62.659856,Pictou,Nova Scotia,1000000,1926-03-22,Nova Scotia-Department of Internal Services
CBKOM,Stewiacke,Undetermined,,Town,Populated Place,TOWN,2641b175aff411d892e2080020a0f4c9,45.138517,-63.346097,Colchester,Nova Scotia,7500000,1946-12-03,Nova Scotia-Department of Internal Services
CBMHO,Trenton,Undetermined,,Town,Populated Place,TOWN,6d6e8f96aff511d892e2080020a0f4c9,45.61052,-62.639371,Pictou,Nova Scotia,1000000,1948-11-08,Nova Scotia-Department of Internal Services
CBMKT,Truro,Undetermined,,Town,Populated Place,TOWN,70fbad37aff511d892e2080020a0f4c9,45.364959,-63.279847,Colchester,Nova Scotia,7500000,1941-04-29,Nova Scotia-Department of Internal Services
CBOLU,Westville,Undetermined,,Town,Populated Place,TOWN,9f253ca8aff711d892e2080020a0f4c9,45.55632,-62.715396,Pictou,Nova Scotia,1000000,1926-03-22,Nova Scotia-Department of Internal Services
CBROD,Wolfville,Undetermined,,Town,Populated Place,TOWN,1c097cdbaffd11d892e2080020a0f4c9,45.091713,-64.359242,Kings,Nova Scotia,1000000,1951-07-05,Nova Scotia-Department of Internal Services
CBPIB,Yarmouth,Undetermined,,Town,Populated Place,TOWN,2fdfb637aff811d892e2080020a0f4c9,43.838654,-66.115223,Yarmouth,Nova Scotia,15000000,1929-03-05,Nova Scotia-Department of Internal Services
OATRP,Iqaluit,"Inuktitut, Eastern Canadian",ᐃᖃᓗᐃᑦ,City,Populated Place,CITY,33e24964c6ce11d892e2080020a0f4c9,63.75,-68.516667,,Nunavut,30000000,2001-04-19,Nunavut-Department of Culture and Heritage
FACAG,Ajax,Undetermined,,Town,Populated Place,TOWN,8da4c012c6be11d892e2080020a0f4c9,43.85821,-79.03635,Durham,Ontario,1000000,1974-01-01,Ontario-Ministry of Natural Resources and Forestry
FEVJQ,Amherstburg,Undetermined,,Town,Populated Place,TOWN,1229030bd05311d892e2080020a0f4c9,42.1172222,-83.0441666,Essex,Ontario,50000,1998-01-01,Ontario-Ministry of Natural Resources and Forestry
FADTN,Arnprior,Undetermined,,Town,Populated Place,TOWN,e8aeeab7d05311d892e2080020a0f4c9,45.4347223,-76.3580556,Renfrew,Ontario,7500000,1952-02-06,Ontario-Ministry of Natural Resources and Forestry
FDJFO,Aurora,Undetermined,,Town,Populated Place,TOWN,9753d86dc6be11d892e2080020a0f4c9,43.99763,-79.46988,York,Ontario,1000000,2001-07-01,Ontario-Ministry of Natural Resources and Forestry
FAEIY,Aylmer,Undetermined,,Town,Populated Place,TOWN,0b68c3ddca0211d892e2080020a0f4c9,42.78257,-80.98261,Elgin,Ontario,1000000,1998-01-01,Ontario-Ministry of Natural Resources and Forestry
FEVJP,Bancroft,Undetermined,,Town,Populated Place,TOWN,121d915ad05311d892e2080020a0f4c9,45.055,-77.7577778,Hastings,Ontario,50000,1999-01-01,Ontario-Ministry of Natural Resources and Forestry
FAFFD,Barrie,Undetermined,,City,Populated Place,CITY,41e2d71bc6cd11d892e2080020a0f4c9,44.37124,-79.67697,Simcoe,Ontario,7500000,1959-01-01,Ontario-Ministry of Natural Resources and Forestry
FEVJS,Belleville,Undetermined,,City,Populated Place,CITY,984d0595c6be11d892e2080020a0f4c9,44.2566666,-77.3697222,Hastings,Ontario,50000,2000-01-01,Ontario-Ministry of Natural Resources and Forestry
FEVPI,Blind River,Undetermined,,Town,Populated Place,TOWN,e384661ed05211d892e2080020a0f4c9,46.30227,-82.87795,Algoma,Ontario,50000,2001-01-01,Ontario-Ministry of Natural Resources and Forestry
FEUYB,Blue Mountains,Undetermined,,Town,Populated Place,TOWN,0df989ced05311d892e2080020a0f4c9,44.4780556,-80.4013889,Grey,Ontario,1000000,1998-01-01,Ontario-Ministry of Natural Resources and Forestry
FEVIK,Bluewater,Undetermined,,Town,Populated Place,TOWN,f884ae0fd05211d892e2080020a0f4c9,43.47673,-81.60291,Huron,Ontario,1000000,2001-01-01,Ontario-Ministry of Natural Resources and Forestry
FDGDU,Bracebridge,Undetermined,,Town,Populated Place,TOWN,909f62bac6be11d892e2080020a0f4c9,45.0263889,-79.19,Muskoka,Ontario,7500000,1971-01-01,Ontario-Ministry of Natural Resources and Forestry
FERXS,Bradford West Gwillimbury,Undetermined,,Town,Populated Place,TOWN,0b61eec5d05311d892e2080020a0f4c9,44.13737,-79.61731,Simcoe,Ontario,1000000,1991-01-01,Ontario-Ministry of Natural Resources and Forestry
FALIF,Brampton,Undetermined,,City,Populated Place,CITY,3a9cd996c6ce11d892e2080020a0f4c9,43.6883334,-79.7608333,Peel,Ontario,1000000,1974-01-01,Ontario-Ministry of Natural Resources and Forestry
FALJI,Brantford,Undetermined,,City,Populated Place,CITY,1d9cc9d2c6be11d892e2080020a0f4c9,43.1569444,-80.2575,Brant,Ontario,7500000,1990-01-01,Ontario-Ministry of Natural Resources and Forestry
FEVMN,Brighton,Undetermined,,Town,Populated Place,TOWN,ee2dbcf8d05211d892e2080020a0f4c9,44.1222222,-77.7641667,Northumberland,Ontario,50000,2001-01-01,Ontario-Ministry of Natural Resources and Forestry
FDGDV,Brockville,Undetermined,,City,Populated Place,CITY,42b54c3bc6ce11d892e2080020a0f4c9,44.59733,-75.6855,Leeds,Ontario,7500000,1962-04-01,Ontario-Ministry of Natural Resources and Forestry
FAMEE,Bruce Mines,Undetermined,,Town,Populated Place,TOWN,1d88a590c6be11d892e2080020a0f4c9,46.301,-83.79467,Algoma,Ontario,1000000,1991-01-01,Ontario-Ministry of Natural Resources and Forestry
FAMXK,Burlington,Undetermined,,City,Populated Place,CITY,3acff78bc6ce11d892e2080020a0f4c9,43.37006,-79.81403,Halton,Ontario,1000000,1974-01-01,Ontario-Ministry of Natural Resources and Forestry
FAYKX,Caledon,Undetermined,,Town,Populated Place,TOWN,fa088f11d05211d892e2080020a0f4c9,43.86605,-79.85901,Peel,Ontario,1000000,1974-01-01,Ontario-Ministry of Natural Resources and Forestry
FANXK,Cambridge,Undetermined,,City,Populated Place,CITY,f91ca85cd05211d892e2080020a0f4c9,43.397222,-80.311389,Waterloo,Ontario,1000000,1973-01-01,Ontario-Ministry of Natural Resources and Forestry
FAOWJ,Carleton Place,Undetermined,,Town,Populated Place,TOWN,8c62a303c6be11d892e2080020a0f4c9,45.1380555,-76.1422222,Lanark,Ontario,1000000,1997-01-01,Ontario-Ministry of Natural Resources and Forestry
FEUTC,Chatham-Kent,Undetermined,,City,Populated Place,CITY,0e106d30d05311d892e2080020a0f4c9,42.43396,-82.12876,Kent,Ontario,7500000,1998-01-01,Ontario-Ministry of Natural Resources and Forestry
FEUTA,Clarence-Rockland,Undetermined,,City,Populated Place,CITY,0d07d6b9d05311d892e2080020a0f4c9,45.48809,-75.21489,Russell,Ontario,1000000,1998-01-01,Ontario-Ministry of Natural Resources and Forestry
FEDAY,Cobalt,Undetermined,,Town,Populated Place,TOWN,1823a903d05411d892e2080020a0f4c9,47.3991667,-79.6805556,Timiskaming,Ontario,1000000,1948-11-04,Ontario-Ministry of Natural Resources and Forestry
FARXE,Cobourg,Undetermined,,Town,Populated Place,TOWN,8c81c3c6c6be11d892e2080020a0f4c9,43.9630555,-78.1647223,Northumberland,Ontario,7500000,1997-01-01,Ontario-Ministry of Natural Resources and Forestry
FEVJK,Cochrane,Undetermined,,Town,Populated Place,TOWN,11cfe683d05311d892e2080020a0f4c9,49.1747223,-81.0630555,Cochrane,Ontario,50000,2000-01-01,Ontario-Ministry of Natural Resources and Forestry
FASGS,Collingwood,Undetermined,,Town,Populated Place,TOWN,83179d3fd05511d892e2080020a0f4c9,44.5014,-80.24071,Simcoe,Ontario,7500000,1950-06-02,Ontario-Ministry of Natural Resources and Forestry
FCCOT,Cornwall,Undetermined,,City,Populated Place,CITY,84c610b4d05511d892e2080020a0f4c9,45.0263889,-74.7263889,Stormont,Ontario,7500000,1951-04-05,Ontario-Ministry of Natural Resources and Forestry
FEVER,County of Brant,Undetermined,,City,Populated Place,CITY,102395eed05311d892e2080020a0f4c9,43.1391667,-80.2813889,Brant,Ontario,1000000,1999-01-26,Ontario-Ministry of Natural Resources and Forestry
FDOAY,Deep River,Undetermined,,Town,Populated Place,TOWN,60774050c6ce11d892e2080020a0f4c9,46.0502777,-77.4177778,Renfrew,Ontario,7500000,1959-01-01,Ontario-Ministry of Natural Resources and Forestry
FDGDY,Deseronto,Undetermined,,Town,Populated Place,TOWN,85cd95bbd05511d892e2080020a0f4c9,44.19657,-77.05095,Hastings,Ontario,1000000,1932-05-31,Ontario-Ministry of Natural Resources and Forestry
FEVJT,Dryden,Undetermined,,City,Populated Place,CITY,12344dacd05311d892e2080020a0f4c9,49.7833333,-92.7652777,Kenora,Ontario,50000,1998-01-01,Ontario-Ministry of Natural Resources and Forestry
FEEUC,East Gwillimbury,Undetermined,,Town,Populated Place,TOWN,7db41a36c6cd11d892e2080020a0f4c9,44.1391667,-79.4238889,York,Ontario,1000000,1977-01-01,Ontario-Ministry of Natural Resources and Forestry
FBCHB,Elliot Lake,Undetermined,,City,Populated Place,CITY,5fbc068fc6ce11d892e2080020a0f4c9,46.3811111,-82.6572222,Algoma,Ontario,7500000,1991-01-01,Ontario-Ministry of Natural Resources and Forestry
FBCRQ,Englehart,Undetermined,,Town,Populated Place,TOWN,9bad4146d05511d892e2080020a0f4c9,47.8232,-79.87352,Timiskaming,Ontario,7500000,1950-09-07,Ontario-Ministry of Natural Resources and Forestry
FEVJW,Erin,Undetermined,,Town,Populated Place,TOWN,985765d6c6be11d892e2080020a0f4c9,43.7425,-80.1241666,Wellington,Ontario,50000,1999-01-01,Ontario-Ministry of Natural Resources and Forestry
FBCXV,Espanola,Undetermined,,Town,Populated Place,TOWN,958d9832c6be11d892e2080020a0f4c9,46.242,-81.75733,Sudbury,Ontario,7500000,1998-01-01,Ontario-Ministry of Natural Resources and Forestry
FEVJL,Essex,Undetermined,,Town,Populated Place,TOWN,11fc26a7d05311d892e2080020a0f4c9,42.0941666,-82.9008333,Essex,Ontario,50000,1999-01-01,Ontario-Ministry of Natural Resources and Forestry
FEBVJ,Fort Erie,Undetermined,,Town,Populated Place,TOWN,8d27eee6c6be11d892e2080020a0f4c9,42.92261,-79.022,Niagara,Ontario,1000000,1970-01-01,Ontario-Ministry of Natural Resources and Forestry
FBEYE,Fort Frances,Undetermined,,Town,Populated Place,TOWN,8e20cdeec6be11d892e2080020a0f4c9,48.6125,-93.393889,Rainy River,Ontario,7500000,1948-11-30,Ontario-Ministry of Natural Resources and Forestry
FEUZS,French River,Undetermined,,Town,Populated Place,TOWN,13b0c9deba2c11d892e2080020a0f4c9,46.1422221,-80.4813889,Sudbury,Ontario,1000000,1999-01-01,Ontario-Ministry of Natural Resources and Forestry
FBHBU,Georgina,Undetermined,,Town,Populated Place,TOWN,608fedbbc6cd11d892e2080020a0f4c9,44.280555,-79.324444,York,Ontario,1000000,1986-07-01,Ontario-Ministry of Natural Resources and Forestry
FBIAG,Goderich,Undetermined,,Town,Populated Place,TOWN,842b7e57d05511d892e2080020a0f4c9,43.73813,-81.70455,Huron,Ontario,7500000,1950-07-06,Ontario-Ministry of Natural Resources and Forestry
FBING,Gore Bay,Undetermined,,Town,Populated Place,TOWN,fbf6fc39d05311d892e2080020a0f4c9,45.9161111,-82.4647222,Manitoulin,Ontario,7500000,1950-07-06,Ontario-Ministry of Natural Resources and Forestry
FEVNR,Grand Sudbury,Undetermined,,City,Populated Place,CITY,aa5d5440ba2c11d892e2080020a0f4c9,46.57789,-81.06958,Sudbury,Ontario,1000000,2001-01-01,Ontario-Ministry of Natural Resources and Forestry
FBJKJ,Gravenhurst,Undetermined,,Town,Populated Place,TOWN,2adf4283c6be11d892e2080020a0f4c9,44.8686111,-79.3394445,Muskoka,Ontario,7500000,1971-01-01,Ontario-Ministry of Natural Resources and Forestry
FEUSU,Greater Napanee,Undetermined,,Town,Populated Place,TOWN,0dccad6ad05311d892e2080020a0f4c9,44.2375,-76.9686111,Lennox and Addington,Ontario,1000000,1998-01-01,Ontario-Ministry of Natural Resources and Forestry
FEVNQ,Greater Sudbury,Undetermined,,City,Populated Place,CITY,aa5d5440ba2c11d892e2080020a0f4c9,46.57789,-81.06958,Sudbury,Ontario,1000000,2001-01-01,Ontario-Ministry of Natural Resources and Forestry
FEUWM,Greenstone,Undetermined,,Town,Populated Place,TOWN,0da7c047d05311d892e2080020a0f4c9,49.7608334,-87.2858333,Thunder Bay,Ontario,1000000,2001-01-01,Ontario-Ministry of Natural Resources and Forestry
FBKFL,Grimsby,Undetermined,,Town,Populated Place,TOWN,8e729776c6be11d892e2080020a0f4c9,43.18584,-79.57266,Niagara,Ontario,1000000,1970-01-01,Ontario-Ministry of Natural Resources and Forestry
FBKKK,Guelph,Undetermined,,City,Populated Place,CITY,fcc065cbd05311d892e2080020a0f4c9,43.53571,-80.229,Wellington,Ontario,7500000,1950-09-07,Ontario-Ministry of Natural Resources and Forestry
FEVUB,Haldimand County,Undetermined,,Town,Populated Place,TOWN,14e4edf8d05311d892e2080020a0f4c9,42.986111,-79.853333,Haldimand,Ontario,50000,2001-01-15,Ontario-Ministry of Natural Resources and Forestry
FBLIE,Halton Hills,Undetermined,,Town,Populated Place,TOWN,619d8d45c6cd11d892e2080020a0f4c9,43.6269445,-79.9513889,Halton,Ontario,1000000,1974-01-01,Ontario-Ministry of Natural Resources and Forestry
FEVNS,Hamilton,Undetermined,,City,Populated Place,CITY,f72b1161d05211d892e2080020a0f4c9,43.242778,-79.989444,Wentworth,Ontario,50000,2001-01-01,Ontario-Ministry of Natural Resources and Forestry
FBLQK,Hanover,Undetermined,,Town,Populated Place,TOWN,2b56e38fc6be11d892e2080020a0f4c9,44.1544445,-81.0233334,Grey,Ontario,1000000,1999-12-31,Ontario-Ministry of Natural Resources and Forestry
FBMKO,Hawkesbury,Undetermined,,Town,Populated Place,TOWN,8e86bbb8c6be11d892e2080020a0f4c9,45.60826,-74.60179,Prescott,Ontario,7500000,1995-03-28,Ontario-Ministry of Natural Resources and Forestry
FBMTW,Hearst,Undetermined,,Town,Populated Place,TOWN,fe145d29d05311d892e2080020a0f4c9,49.6869445,-83.6544445,Cochrane,Ontario,7500000,1952-05-01,Ontario-Ministry of Natural Resources and Forestry
FBPPE,Huntsville,Undetermined,,Town,Populated Place,TOWN,2c1ec783c6be11d892e2080020a0f4c9,45.31098,-79.27733,Muskoka,Ontario,7500000,1971-01-01,Ontario-Ministry of Natural Resources and Forestry
FEVLZ,Huron East,Undetermined,,Town,Populated Place,TOWN,f5968e8ed05211d892e2080020a0f4c9,43.62506,-81.28456,Huron,Ontario,1000000,2001-01-01,Ontario-Ministry of Natural Resources and Forestry
FBQEM,Ingersoll,Undetermined,,Town,Populated Place,TOWN,8ec4fd3ec6be11d892e2080020a0f4c9,43.04062,-80.87399,Oxford,Ontario,1000000,2001-01-01,Ontario-Ministry of Natural Resources and Forestry
FELTI,Innisfil,Undetermined,,Town,Populated Place,TOWN,3d84425cc6ce11d892e2080020a0f4c9,44.27462,-79.618,Simcoe,Ontario,1000000,1991-01-01,Ontario-Ministry of Natural Resources and Forestry
FBQNV,Iroquois Falls,Undetermined,,Town,Populated Place,TOWN,7d422377c5f711d892e2080020a0f4c9,48.7663889,-80.6813889,Cochrane,Ontario,1000000,2002-01-01,Ontario-Ministry of Natural Resources and Forestry
FBTBP,Kapuskasing,Undetermined,,Town,Populated Place,TOWN,003fefead05411d892e2080020a0f4c9,49.4152778,-82.4169445,Cochrane,Ontario,7500000,1952-05-01,Ontario-Ministry of Natural Resources and Forestry
FEVMU,Kawartha Lakes,Undetermined,,City,Populated Place,CITY,12774922d05311d892e2080020a0f4c9,44.58758,-78.8321,Victoria; Durham,Ontario,1000000,2001-01-01,Ontario-Ministry of Natural Resources and Forestry
FBTKR,Kearney,Undetermined,,Town,Populated Place,TOWN,2d568452c6be11d892e2080020a0f4c9,45.62506,-79.11792,Parry Sound; Nipissing,Ontario,1000000,1980-01-01,Ontario-Ministry of Natural Resources and Forestry
FEVJJ,Kenora,Undetermined,,City,Populated Place,CITY,11f12a26d05311d892e2080020a0f4c9,49.8161111,-94.435,Kenora,Ontario,50000,2000-01-01,Ontario-Ministry of Natural Resources and Forestry
FEVEF,Killarney,Undetermined,,Town,Populated Place,TOWN,9714d397c6be11d892e2080020a0f4c9,46.0608333,-80.9822222,Sudbury; Manitoulin; Parry Sound,Ontario,50000,2001-01-01,Ontario-Ministry of Natural Resources and Forestry
FEVJR,Kingston,Undetermined,,City,Populated Place,CITY,11e5df85d05311d892e2080020a0f4c9,44.3066667,-76.4163888,Frontenac,Ontario,50000,1998-01-01,Ontario-Ministry of Natural Resources and Forestry
FEVJM,Kingsville,Undetermined,,Town,Populated Place,TOWN,12072328d05311d892e2080020a0f4c9,42.10368,-82.72962,Essex,Ontario,50000,1999-01-01,Ontario-Ministry of Natural Resources and Forestry
FBUYW,Kirkland Lake,Undetermined,,Town,Populated Place,TOWN,5f572a36c6ce11d892e2080020a0f4c9,48.15,-80.0330556,Timiskaming,Ontario,7500000,1972-01-01,Ontario-Ministry of Natural Resources and Forestry
FEBWC,Kitchener,Undetermined,,City,Populated Place,CITY,8d336097c6be11d892e2080020a0f4c9,43.4186111,-80.4727778,Waterloo,Ontario,7500000,1973-01-01,Ontario-Ministry of Natural Resources and Forestry
FERXE,LaSalle,Undetermined,,Town,Populated Place,TOWN,dbec1f18d05211d892e2080020a0f4c9,42.2252778,-83.0480556,Essex,Ontario,1000000,1991-06-01,Ontario-Ministry of Natural Resources and Forestry
FEUVZ,Lakeshore,Undetermined,,Town,Populated Place,TOWN,971ebea8c6be11d892e2080020a0f4c9,42.24812,-82.68766,Essex,Ontario,1000000,1999-01-01,Ontario-Ministry of Natural Resources and Forestry
FEVNJ,Lambton Shores,Undetermined,,City,Populated Place,CITY,eb1b73a3d05211d892e2080020a0f4c9,43.17534,-81.89542,Lambton,Ontario,1000000,2001-01-01,Ontario-Ministry of Natural Resources and Forestry
FBWMA,Latchford,Undetermined,,Town,Populated Place,TOWN,012baf8ed05411d892e2080020a0f4c9,47.32883,-79.8104,Timiskaming,Ontario,1000000,1950-11-02,Ontario-Ministry of Natural Resources and Forestry
FEVIS,Laurentian Hills,Undetermined,,Town,Populated Place,TOWN,11b95141d05311d892e2080020a0f4c9,45.9797222,-77.5122222,Renfrew,Ontario,1000000,2000-01-01,Ontario-Ministry of Natural Resources and Forestry
FEVJN,Leamington,Undetermined,,Town,Populated Place,TOWN,11db0a14d05311d892e2080020a0f4c9,42.09535,-82.55906,Essex,Ontario,50000,1999-01-01,Ontario-Ministry of Natural Resources and Forestry
FBXRW,Lincoln,Undetermined,,Town,Populated Place,TOWN,76d9a48ed05211d892e2080020a0f4c9,43.1527778,-79.4183334,Niagara,Ontario,1000000,1970-01-01,Ontario-Ministry of Natural Resources and Forestry
FCAEN,London,Undetermined,,City,Populated Place,CITY,2ebf1526c6be11d892e2080020a0f4c9,42.9675,-81.2325,Middlesex,Ontario,15000000,1993-01-01,Ontario-Ministry of Natural Resources and Forestry
FDNRF,Marathon,Undetermined,,Town,Populated Place,TOWN,76a24237c6cd11d892e2080020a0f4c9,48.71733,-86.38051,Thunder Bay,Ontario,250000,1988-12-01,Ontario-Ministry of Natural Resources and Forestry
FDNFZ,Markham,Undetermined,,Town,Populated Place,TOWN,913a9159c6be11d892e2080020a0f4c9,43.87653,-79.2634,York,Ontario,1000000,1971-01-01,Ontario-Ministry of Natural Resources and Forestry
FEVED,Markstay-Warren,Undetermined,,Town,Populated Place,TOWN,0fd3ef47d05311d892e2080020a0f4c9,46.4955555,-80.4869445,Sudbury,Ontario,1000000,1999-01-01,Ontario-Ministry of Natural Resources and Forestry
FEAGX,Mattawa,Undetermined,,Town,Populated Place,TOWN,16958ed0d05411d892e2080020a0f4c9,46.31294,-78.70973,Nipissing,Ontario,7500000,1949-01-06,Ontario-Ministry of Natural Resources and Forestry
